,state,date,cases,deaths,population,emergdec,schoolclose,gathrestrict25,gathrestrictany,otherbusinessclose,restaurantrestrict,gathrestrict10,caseisolation,stayathome,publicmask,quarantine,nebusinessclose,travelrestrictintra,gathrestrict50,gathrecomany,gathrestrict250,gathrestrict5,gathrestrict1000,gathrestrict100,gathrestrict3,travelrestrictexit,travelrestrictentry,gathrestrict500,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,recovered,active,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,home_time,percentage,full_time,part_time,non_home_time,distance
3600,Massachusetts,2020-01-22,0,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,660,67,0.5,0.652173913,200,5902
3601,Massachusetts,2020-01-23,0,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,680,68,0.5,0.625,209,5540
3602,Massachusetts,2020-01-24,0,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,643,67,0.461538462,0.6,223,5889
3603,Massachusetts,2020-01-25,0,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,791,85,0.090909091,0.217391304,106,6209
3604,Massachusetts,2020-01-26,0,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,859,90,0.066666667,0.162162162,79,5565
3605,Massachusetts,2020-01-27,0,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,714,68,0.533333333,0.583333333,218,5670
3606,Massachusetts,2020-01-28,0,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,700,68,0.5,0.583333333,220,5735
3607,Massachusetts,2020-01-29,0,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,685,67,0.563636364,0.714285714,232,5609
3608,Massachusetts,2020-01-30,0,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,687,67,0.6,0.692307692,247,5639
3609,Massachusetts,2020-01-31,0,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,647,66,0.588235294,0.739130435,252,5815
3610,Massachusetts,2020-02-01,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,734,86,0.081632653,0.217391304,91,5947
3611,Massachusetts,2020-02-02,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,800,91,0.05,0.136363636,61,5062
3612,Massachusetts,2020-02-03,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,617,71,0.352941176,0.428571429,135,5839
3613,Massachusetts,2020-02-04,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,657,70,0.4,0.5,160,5749
3614,Massachusetts,2020-02-05,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,680,70,0.423076923,0.5,167,5725
3615,Massachusetts,2020-02-06,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,687,71,0.366666667,0.5,159,5503
3616,Massachusetts,2020-02-07,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,572,69,0.333333333,0.448275862,154,5674
3617,Massachusetts,2020-02-08,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,654,83,0.076923077,0.210526316,97,6099
3618,Massachusetts,2020-02-09,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,737,89,0.058823529,0.166666667,64,5435
3619,Massachusetts,2020-02-10,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,614,69,0.384615385,0.444444444,139,5665
3620,Massachusetts,2020-02-11,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,673,69,0.454545455,0.5,172,5538
3621,Massachusetts,2020-02-12,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,644,68,0.421052632,0.533333333,174,5477
3622,Massachusetts,2020-02-13,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,589,70,0.307692308,0.431578947,147,5494
3623,Massachusetts,2020-02-14,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,508,64,0.392857143,0.571428571,181,5995
3624,Massachusetts,2020-02-15,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-4,0,3,-2,0,,,,,,,,,589,80,0.086956522,0.2,100,6891
3625,Massachusetts,2020-02-16,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-4,3,-1,0,0,,,,,,,,,604,83,0.071428571,0.2,93,6738
3626,Massachusetts,2020-02-17,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-2,32,-26,-42,9,,,,,,,,,620,80,0.12,0.222222222,93,7110
3627,Massachusetts,2020-02-18,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-10,-18,-4,-10,3,,,,,,,,,626,70,0.25,0.357142857,136,7606
3628,Massachusetts,2020-02-19,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,3,-2,-10,2,,,,,,,,,532,71,0.2,0.318181818,129,7697
3629,Massachusetts,2020-02-20,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,-1,-2,-8,2,,,,,,,,,533,67,0.235294118,0.363636364,147,8095
3630,Massachusetts,2020-02-21,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-9,-3,-9,3,,,,,,,,,521,69,0.2,0.333333333,144,7794
3631,Massachusetts,2020-02-22,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-2,49,5,1,-1,,,,,,,,,592,80,0.090909091,0.212121212,105,7153
3632,Massachusetts,2020-02-23,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,66,6,3,-1,,,,,,,,,683,87,0.066666667,0.161290323,73,5972
3633,Massachusetts,2020-02-24,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,51,1,4,-1,,,,,,,,,570,68,0.40625,0.5,159,5765
3634,Massachusetts,2020-02-25,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,12,2,3,0,,,,,,,,,436,80,0.125,0.2,48,6784
3635,Massachusetts,2020-02-26,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,2,0,,,,,,,,,523,66,0.428571429,0.6,177,6132
3636,Massachusetts,2020-02-27,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,5,3,0,,,,,,,,,555,66,0.444444444,0.631578947,184,6321
3637,Massachusetts,2020-02-28,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,-2,7,3,0,,,,,,,,,531,65,0.428571429,0.533333333,191,5990
3638,Massachusetts,2020-02-29,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,26,11,2,-1,,,,,,,,,629,80,0.090909091,0.222222222,103,6527
3639,Massachusetts,2020-03-01,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,-1,11,3,-1,,,,,,,,,719,90,0.055555556,0.141414141,53,5378
3640,Massachusetts,2020-03-02,1,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,21,2,3,0,,,,,,,,,571,70,0.35,0.408163265,129,5304
3641,Massachusetts,2020-03-03,2,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,49,4,1,-1,,,,,,,,,525,66,0.4,0.56,140,5170
3642,Massachusetts,2020-03-04,2,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,2,0,,,,,,,,,581,67,0.421052632,0.511111111,176,5031
3643,Massachusetts,2020-03-05,2,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,30,1,4,-1,,,,,,,,,524,65,0.456521739,0.595238095,199,5179
3644,Massachusetts,2020-03-06,6,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,-1,3,1,,,,,,,,,488,64,0.428571429,0.588235294,207,5464
3645,Massachusetts,2020-03-07,6,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,24,0,1,-1,,,,,,,,,560,78,0.090909091,0.222222222,131,5972
3646,Massachusetts,2020-03-08,22,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,47,0,2,0,,,,,,,,,633,86,0.071428571,0.192307692,91,5308
3647,Massachusetts,2020-03-09,22,0,6892503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,102,-3,1,0,,,,,,,,,547,66,0.454545455,0.6,171,5172
3648,Massachusetts,2020-03-10,41,0,6892503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,33,-7,0,1,,,,,,,,,623,68,0.454545455,0.5625,185,5254
3649,Massachusetts,2020-03-11,92,0,6892503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,25,-10,-3,1,,,,,,,,,649,69,0.416666667,0.555555556,180,5014
3650,Massachusetts,2020-03-12,107,0,6892503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,14,-17,-5,3,,,,,,,,,614,70,0.375,0.451612903,149,4926
3651,Massachusetts,2020-03-13,123,0,6892503,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-5,30,-16,-26,-14,8,,,,,,,,,585,73,0.235294118,0.348837209,113,5447
3652,Massachusetts,2020-03-14,138,0,6892503,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-11,16,61,-19,-4,4,,,,,,,,,740,89,0.071428571,0.142857143,65,4941
3653,Massachusetts,2020-03-15,138,0,6892503,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-15,5,43,-26,-8,5,,,,,,,,,760,94,0.0625,0.125,35,4566
3654,Massachusetts,2020-03-16,187,0,6892503,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-12,16,8,-41,-30,12,,,,,,,,,725,90,0.136363636,0.192307692,48,5233
3655,Massachusetts,2020-03-17,217,0,6892503,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-32,0,-19,-50,-39,17,,,,,,,,,791,96,0.096153846,0.130434783,25,5331
3656,Massachusetts,2020-03-18,252,0,6892503,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-31,1,53,-50,-42,17,,,,,,,,,791,94,0.111111111,0.16,32,5061
3657,Massachusetts,2020-03-19,328,0,6892503,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-39,-3,-36,-59,-44,21,,,,,,,,,773,97,0.111111111,0.142857143,19,5243
3658,Massachusetts,2020-03-20,413,1,6892503,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-34,11,20,-56,-44,20,,,,,,,,,575,95,0.078947368,0.125,22,4886
3659,Massachusetts,2020-03-21,523,1,6892503,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-42,-5,71,-50,-30,12,,,,,,,,,539,99,0.047619048,0.071428571,7,4354
3660,Massachusetts,2020-03-22,640,5,6892503,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-46,-19,22,-59,-33,12,,,,,,,,,677,99,0.045454545,0.066666667,7,3920
3661,Massachusetts,2020-03-23,777,9,6892503,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-40,-12,-33,-66,-50,21,,,,,,,,,774,98,0.076923077,0.108433735,13,5014
3662,Massachusetts,2020-03-24,1159,11,6892503,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-49,-21,-2,-68,-55,24,,,,,,,,,840,99,0.066666667,0.089285714,7,4416
3663,Massachusetts,2020-03-25,1838,15,6892503,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-52,-25,-21,-70,-57,26,,,,,,,,,821,98,0.081632653,0.115384615,12,4565
3664,Massachusetts,2020-03-26,2417,25,6892503,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-47,-17,42,-68,-56,25,,,,,,,,,862,98,0.076923077,0.103448276,12,4359
3665,Massachusetts,2020-03-27,3240,35,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-48,-19,46,-67,-55,26,,,,,,,,,880,98,0.066666667,0.1,15,4266
3666,Massachusetts,2020-03-28,4257,44,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-52,-23,57,-63,-41,15,,,,,,,,,996,99,0.052631579,0.075,8,4035
3667,Massachusetts,2020-03-29,4955,48,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-59,-36,-56,-73,-42,16,,,,,,,,,1051,100,0.037974684,0.05,0,4838
3668,Massachusetts,2020-03-30,5752,56,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-49,-25,-28,-72,-58,24,,,,,,,,,847,99,0.061728395,0.083333333,5,6205
3669,Massachusetts,2020-03-31,6620,89,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-46,-20,11,-69,-58,25,,,,,,,,,857,99,0.071428571,0.097560976,8,6042
3670,Massachusetts,2020-04-01,7738,122,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-46,-16,-2,-69,-59,25,,,,,,,,,889,100,0.056910569,0.078947368,0,5697
3671,Massachusetts,2020-04-02,8966,154,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-50,-17,-30,-73,-59,27,,,,,,,,,916,100,0.05,0.068965517,0,5818
3672,Massachusetts,2020-04-03,10402,192,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-54,-22,-54,-74,-59,30,,,,,,,,,932,100,0.045454545,0.06097561,0,5785
3673,Massachusetts,2020-04-04,11736,216,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-53,-19,29,-64,-43,16,,,,,,,,,958,100,0.037037037,0.055555556,2,5076
3674,Massachusetts,2020-04-05,12500,231,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-53,-27,25,-68,-42,14,,,,,,,,,1060,100,0.032258065,0.045454545,0,4603
3675,Massachusetts,2020-04-06,13837,260,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-44,-19,51,-69,-59,23,,,,,,,,,912,100,0.052631579,0.071428571,4,5760
3676,Massachusetts,2020-04-07,15202,356,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-46,-21,41,-70,-60,25,,,,,,,,,922,100,0.057142857,0.076923077,4,5768
3677,Massachusetts,2020-04-08,16790,433,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-51,-22,-13,-73,-61,26,,,,,,,,,945,100,0.050847458,0.066666667,0,5938
3678,Massachusetts,2020-04-09,18941,503,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-54,-25,-42,-75,-61,28,,,,,,,,,947,100,0.052631579,0.066666667,0,5982
3679,Massachusetts,2020-04-10,20974,599,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-50,-16,-25,-73,-61,29,,,,,,,,,929,100,0.055555556,0.076923077,5,5433
3680,Massachusetts,2020-04-11,22860,686,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-49,-12,33,-64,-44,16,,,,,,,,,994,99,0.04,0.055555556,5,5167
3681,Massachusetts,2020-04-12,25475,756,6892503,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-67,-50,21,-69,-48,14,,24719,371.1516059,116730,2235,2.967615309,1700.668379,8.773307164,1118,100,0.034482759,0.047619048,0,4031
